Y,M,D,Temp,NofD,WD,EC
2010,8,13,34.3,62278,0,24306596.48
2010,8,14,34.5,62278,0,24306596.48
2010,8,15,34.4,62278,1,24913203.51
2010,8,16,35.3,62278,1,24913203.51
2010,8,17,35.8,62278,1,24913203.51
2010,8,18,35.4,62278,1,24913203.51
2010,8,19,36.6,62278,1,24913203.51
2010,8,20,37.4,62278,0,24914261.39
2010,8,21,37.6,62278,0,24914261.39
2010,8,22,35.6,62278,1,24913203.51
2010,8,23,34.3,62278,1,24913203.51
2010,8,24,34.2,62278,1,24913203.51
2010,8,25,33,62278,1,24913203.51
2010,8,26,31.7,62278,1,24913203.51
2010,8,27,31.5,62278,0,24914261.39
2010,8,28,31.9,62278,0,24914261.39
2010,8,29,32.3,62278,1,24913203.51
2010,8,30,31.6,62278,1,24913203.51
2010,8,31,30.6,62278,1,24913203.51
2010,9,1,29.3,62278,1,24913203.51
2010,9,2,29.2,62278,1,24913203.51
2010,9,3,30.9,62278,0,24914261.39
2010,9,4,31.9,62278,0,24914261.39
2010,9,5,32.1,62278,1,25824662.18
2010,9,6,30.7,62278,1,25824662.18
2010,9,7,30.4,62278,1,25824662.18
2010,9,8,30.4,62278,1,25824662.18
2010,9,9,31.2,62278,1,25824662.18
2010,9,10,31.9,62278,0,25825758.76
2010,9,11,30.9,62278,0,25825758.76
2010,9,12,30.7,62278,1,25824662.18
2010,9,13,29.8,62278,1,25824662.18
2010,9,14,28.5,62278,1,25824662.18
2010,9,15,28.9,62278,1,25824662.18
2010,9,16,30.8,62278,1,25824662.18
2010,9,17,30.7,62278,0,25825758.76
2010,9,18,26.2,62278,0,25825758.76
2010,9,19,27.4,62278,1,26736120.84
2010,9,20,30,62278,1,26736120.84
2010,9,21,30.9,62278,1,26736120.84
2010,9,22,31.3,62278,1,26736120.84
2010,9,23,31.6,62278,1,26736120.84
2010,9,24,32.8,62278,0,26737256.13
2010,9,25,32.9,62278,0,26737256.13
2010,9,26,31.9,62278,1,26736120.84
2010,9,27,31.8,62278,1,26736120.84
2010,9,28,31.2,62278,1,26736120.84
2010,9,29,30.1,62278,1,26736120.84
2010,9,30,29.1,62278,1,26736120.84
2010,10,1,30.8,62278,0,26737256.13
2010,10,2,31.1,62278,0,26737256.13
2010,10,3,30.6,62278,1,27343759.95
2010,10,4,30.4,62278,1,27343759.95
2010,10,5,29.8,62278,1,27343759.95
2010,10,6,28.4,62278,1,27343759.95
2010,10,7,28.6,62278,1,27343759.95
2010,10,8,25.9,62278,0,27344921.04
2010,10,9,24.1,62278,0,27344921.04
2010,10,10,24.7,62278,1,27343759.95
2010,10,11,26.3,62278,1,27343759.95
2010,10,12,25.1,62278,1,27343759.95
2010,10,13,26.4,62278,1,27343759.95
2010,10,14,26.6,62278,1,27343759.95
2010,10,15,26.9,62278,0,27344921.04
2010,10,16,28.1,62278,0,27344921.04
2010,10,17,28.2,62278,1,27343759.95
2010,10,18,28.7,62278,1,27343759.95
2010,10,19,27.9,62278,1,27343759.95
2010,10,20,28.4,62278,1,27343759.95
2010,10,21,27.9,62278,1,27343759.95
2010,10,22,26.4,62278,0,27344921.04
2010,10,23,25.8,62278,0,27344921.04
2010,10,24,25.1,62278,1,27951399.06
2010,10,25,24.6,62278,1,27951399.06
2010,10,26,23.5,62278,1,27951399.06
2010,10,27,24,62278,1,27951399.06
2010,10,28,25.7,62278,1,27951399.06
2010,10,29,25.7,62278,0,27952585.95
2010,10,30,22.9,62278,0,27952585.95
2010,10,31,21.9,62278,1,27951399.06
2010,11,1,20.6,62278,1,27951399.06
2010,11,2,19.4,62278,1,27951399.06
2010,11,3,21.1,62278,1,27951399.06
2010,11,4,22.2,62278,1,27951399.06
2010,11,5,22.5,62278,0,27952585.95
2010,11,6,23.3,62278,0,27952585.95
2010,11,7,24,62278,1,28559038.17
2010,11,8,22.6,62278,1,28559038.17
2010,11,9,22.6,62278,1,28559038.17
2010,11,10,23.7,62278,1,28559038.17
2010,11,11,22.3,62278,1,28559038.17
2010,11,12,21.7,62278,0,28560250.86
2010,11,13,21.4,62278,0,28560250.86
2010,11,14,21.8,62278,1,28559038.17
2010,11,15,22.1,62278,1,28559038.17
2010,11,16,21.9,62278,1,28559038.17
2010,11,17,21.2,62278,1,28559038.17
2010,11,18,20.6,62278,1,28559038.17
2010,11,19,19.3,62278,0,28560250.86
2010,11,20,19.1,62278,0,28560250.86
2010,11,21,19.1,62278,1,28559038.17
2010,11,22,17.7,62278,1,28559038.17
2010,11,23,17.4,62278,1,28559038.17
2010,11,24,18.1,62278,1,28559038.17
2010,11,25,17.7,62278,1,28559038.17
2010,11,26,17.7,62278,0,28560250.86
2010,11,27,18.3,62278,0,28560250.86
2010,11,28,17.7,62278,1,28559038.17
2010,11,29,16.4,62278,1,28559038.17
2010,11,30,16.1,62278,1,28559038.17
2010,12,1,15.3,62278,1,28559038.17
2010,12,2,14.3,62278,1,28559038.17
2010,12,3,14.8,62278,0,28560250.86
2010,12,4,14.4,62278,0,28560250.86
2010,12,5,12.9,62278,1,30381955.50
2010,12,6,14.4,62278,1,30381955.50
2010,12,7,14,62278,1,30381955.50
2010,12,8,13.2,62278,1,30381955.50
2010,12,9,13.6,62278,1,30381955.50
2010,12,10,14.9,62278,0,30383245.60
2010,12,11,17.3,62278,0,30383245.60
2010,12,12,12.3,62278,1,30381955.50
2010,12,13,9.3,62278,1,30381955.50
2010,12,14,9.5,62278,1,30381955.50
2010,12,15,11.3,62278,1,30381955.50
2010,12,16,14.2,62278,1,30381955.50
2010,12,17,16.1,62278,0,30383245.60
2010,12,18,15.9,62278,0,30383245.60
2010,12,19,13.6,62278,1,30381955.50
2010,12,20,14.1,62278,1,30381955.50
2010,12,21,13.9,62278,1,30381955.50
2010,12,22,14.2,62278,1,30381955.50
2010,12,23,15.3,62278,1,30381955.50
2010,12,24,13.1,62278,0,30383245.60
2010,12,25,12,62278,0,30383245.60
2010,12,26,12.4,62278,1,30381955.50
2010,12,27,13.6,62278,1,30381955.50
2010,12,28,14.2,62278,1,30381955.50
2010,12,29,12.3,62278,1,30381955.50
2010,12,30,11.9,62278,1,30381955.50
2010,12,31,11.7,62278,0,30383245.60
2011,1,1,11.1,62278,0,30383245.60
2011,1,2,11,62278,1,30381955.50
2011,1,3,12.6,62278,1,30381955.50
2011,1,4,13.3,62278,1,30381955.50
2011,1,5,11,62278,1,30381955.50
2011,1,6,11.8,62278,1,30381955.50
2011,1,7,11.4,62278,0,30383245.60
2011,1,8,10.3,62278,0,30383245.60
2011,1,9,9.1,62278,1,30381955.50
2011,1,10,9.3,62278,1,30381955.50
2011,1,11,9.7,62278,1,30381955.50
2011,1,12,11.5,62278,1,30381955.50
2011,1,13,12.3,62278,1,30381955.50
2011,1,14,13.2,62278,0,30383245.60
2011,1,15,11.1,62278,0,30383245.60
2011,1,16,10.5,62278,1,30381955.50
2011,1,17,12.2,62278,1,30381955.50
2011,1,18,10.5,62278,1,30381955.50
2011,1,19,8.5,62278,1,30381955.50
2011,1,20,8.5,62278,1,30381955.50
2011,1,21,10.3,62278,0,30383245.60
2011,1,22,12.1,62278,0,30383245.60
2011,1,23,12.8,62278,1,30381955.50
2011,1,24,13.8,62278,1,30381955.50
2011,1,25,13.1,62278,1,30381955.50
2011,1,26,11.7,62278,1,30381955.50
2011,1,27,12,62278,1,30381955.50
2011,1,28,13.5,62278,0,30383245.60
2011,1,29,17.7,62278,0,30383245.60
2011,1,30,15.2,62278,1,30381955.50
2011,1,31,12.6,62278,1,30381955.50
2011,2,1,13.1,62278,1,30381955.50
2011,2,2,11.4,62278,1,30381955.50
2011,2,3,12.8,62278,1,30381955.50
2011,2,4,18.3,62278,0,30383245.60
2011,2,5,17.4,62278,0,30383245.60
2011,2,6,17.1,62278,1,28559038.17
2011,2,7,19.4,62278,1,28559038.17
2011,2,8,13.7,62278,1,28559038.17
2011,2,9,12.7,62278,1,28559038.17
2011,2,10,12.8,62278,1,28559038.17
2011,2,11,11.5,62278,0,28560250.86
2011,2,12,11.5,62278,0,28560250.86
2011,2,13,11.9,62278,1,28559038.17
2011,2,14,12.1,62278,1,28559038.17
2011,2,15,15.5,62278,1,28559038.17
2011,2,16,15.9,62278,1,28559038.17
2011,2,17,14.3,62278,1,28559038.17
2011,2,18,15.3,62278,0,28560250.86
2011,2,19,19.2,62278,0,28560250.86
2011,2,20,17.2,62278,1,28559038.17
2011,2,21,15.3,62278,1,28559038.17
2011,2,22,15.2,62278,1,28559038.17
2011,2,23,16.8,62278,1,28559038.17
2011,2,24,17.8,62278,1,28559038.17
2011,2,25,20.3,62278,0,28560250.86
2011,2,26,15.5,62278,0,28560250.86
2011,2,27,14.8,62278,1,28559038.17
2011,2,28,14.9,62278,1,28559038.17
2011,3,1,13.7,62278,1,28559038.17
2011,3,2,15.6,62278,1,28559038.17
2011,3,3,16.5,62278,1,28559038.17
2011,3,4,17.1,62278,0,28560250.86
2011,3,5,17.2,62278,0,28560250.86
2011,3,6,18.2,62278,1,27951399.06
2011,3,7,20.4,62278,1,27951399.06
2011,3,8,16.5,62278,1,27951399.06
2011,3,9,16.3,62278,1,27951399.06
2011,3,10,13.2,62278,1,27951399.06
2011,3,11,12.4,62278,0,27952585.95
2011,3,12,13.9,62278,0,27952585.95
2011,3,13,13.2,62278,1,27951399.06
2011,3,14,13.6,62278,1,27951399.06
2011,3,15,14.1,62278,1,27951399.06
2011,3,16,14.7,62278,1,27951399.06
2011,3,17,17.1,62278,1,27951399.06
2011,3,18,19.1,62278,0,27952585.95
2011,3,19,21.6,62278,0,27952585.95
2011,3,20,23,62278,1,27951399.06
2011,3,21,21.6,62278,1,27951399.06
2011,3,22,19.4,62278,1,27951399.06
2011,3,23,16.1,62278,1,27951399.06
2011,3,24,15.9,62278,1,27951399.06
2011,3,25,12.6,62278,0,27952585.95
2011,3,26,14.3,62278,0,27952585.95
2011,3,27,16.6,62278,1,27951399.06
2011,3,28,18.1,62278,1,27951399.06
2011,3,29,18.4,62278,1,27951399.06
2011,3,30,20.5,62278,1,27951399.06
2011,3,31,22.6,62278,1,27951399.06
2011,4,1,24.6,62278,0,27952585.95
2011,4,2,25.5,62278,0,27952585.95
2011,4,3,23.2,62278,1,27343759.95
2011,4,4,18.8,62278,1,27343759.95
2011,4,5,16,62278,1,27343759.95
2011,4,6,17.4,62278,1,27343759.95
2011,4,7,18.3,62278,1,27343759.95
2011,4,8,20.8,62278,0,27344921.04
2011,4,9,20.6,62278,0,27344921.04
2011,4,10,19.4,62278,1,27343759.95
2011,4,11,20.9,62278,1,27343759.95
2011,4,12,21.1,62278,1,27343759.95
2011,4,13,19.3,62278,1,27343759.95
2011,4,14,21.1,62278,1,27343759.95
2011,4,15,22.6,62278,0,27344921.04
2011,4,16,22.8,62278,0,27344921.04
2011,4,17,24.1,62278,1,26736120.84
2011,4,18,24.9,62278,1,26736120.84
2011,4,19,25.3,62278,1,26736120.84
2011,4,20,22.1,62278,1,26736120.84
2011,4,21,20.8,62278,1,26736120.84
2011,4,22,19.4,62278,0,26737256.13
2011,4,23,19.7,62278,0,26737256.13
2011,4,24,20.9,62278,1,26736120.84
2011,4,25,21.7,62278,1,26736120.84
2011,4,26,21.8,62278,1,26736120.84
2011,4,27,25.8,62278,1,26736120.84
2011,4,28,27.3,62278,1,26736120.84
2011,4,29,26.3,62278,0,26737256.13
2011,4,30,21.3,62278,0,26737256.13
2011,5,1,21.7,62278,1,26736120.84
2011,5,2,25.1,62278,1,26736120.84
2011,5,3,28.1,62278,1,26736120.84
2011,5,4,28.4,62278,1,26736120.84
2011,5,5,29.5,62278,1,26736120.84
2011,5,6,29.2,62278,0,26737256.13
2011,5,7,24.9,62278,0,26737256.13
2011,5,8,23.4,62278,1,26432301.29
2011,5,9,23.9,62278,1,26432301.29
2011,5,10,24.9,62278,1,26432301.29
2011,5,11,24.8,62278,1,26432301.29
2011,5,12,25.3,62278,1,26432301.29
2011,5,13,23.3,62278,0,26433423.67
2011,5,14,20.7,62278,0,26433423.67
2011,5,15,21.5,62278,1,26432301.29
2011,5,16,23.8,62278,1,26432301.29
2011,5,17,25.7,62278,1,26432301.29
2011,5,18,25.3,62278,1,26432301.29
2011,5,19,25,62278,1,26432301.29
2011,5,20,26.8,62278,0,26433423.67
2011,5,21,29.4,62278,0,26433423.67
2011,5,22,30,62278,1,26432301.29
2011,5,23,28.2,62278,1,26432301.29
2011,5,24,28.1,62278,1,26432301.29
2011,5,25,27.9,62278,1,26432301.29
2011,5,26,28.9,62278,1,26432301.29
2011,5,27,30.1,62278,0,26433423.67
2011,5,28,29.7,62278,0,26433423.67
2011,5,29,27.8,62278,1,25824662.18
2011,5,30,27.8,62278,1,25824662.18
2011,5,31,27.9,62278,1,25824662.18
2011,6,1,26.9,62278,1,25824662.18
2011,6,2,26.9,62278,1,25824662.18
2011,6,3,28.9,62278,0,25825758.76
2011,6,4,30.2,62278,0,25825758.76
2011,6,5,30.3,62278,1,24305564.40
2011,6,6,29.9,62278,1,24305564.40
2011,6,7,30.6,62278,1,24305564.40
2011,6,8,30.3,62278,1,24305564.40
2011,6,9,29.7,62278,1,24305564.40
2011,6,10,30.6,62278,0,24306596.48
2011,6,11,31.9,62278,0,24306596.48
2011,6,12,28.1,62278,1,24305564.40
2011,6,13,27.8,62278,1,24305564.40
2011,6,14,28.4,62278,1,24305564.40
2011,6,15,29.3,62278,1,24305564.40
2011,6,16,30.8,62278,1,24305564.40
2011,6,17,30.8,62278,0,24306596.48
2011,6,18,30.7,62278,0,24306596.48
2011,6,19,29.7,62278,1,24305564.40
2011,6,20,30.7,62278,1,24305564.40
2011,6,21,31.1,62278,1,24305564.40
2011,6,22,31.2,62278,1,24305564.40
2011,6,23,30.5,62278,1,24305564.40
2011,6,24,30.3,62278,0,24306596.48
2011,6,25,30.7,62278,0,24306596.48
2011,6,26,30.5,62278,1,24305564.40
2011,6,27,30.8,62278,1,24305564.40
2011,6,28,30.3,62278,1,24305564.40
2011,6,29,30.3,62278,1,24305564.40
2011,6,30,29.3,62278,1,24305564.40
2011,7,1,29.8,62278,0,24306596.48
2011,7,2,31.2,62278,0,24306596.48
2011,7,3,31.4,62278,1,24305564.40
2011,7,4,31.5,62278,1,24305564.40
2011,7,5,32.4,62278,1,24305564.40
2011,7,6,32.9,62278,1,24305564.40
2011,7,7,33.3,62278,1,24305564.40
2011,7,8,34.3,62278,0,24306596.48
2011,7,9,35.9,62278,0,24306596.48
2011,7,10,35.4,62278,1,24305564.40
2011,7,11,34.4,62278,1,24305564.40
2011,7,12,32.8,62278,1,24305564.40
2011,7,13,32.1,62278,1,24305564.40
2011,7,14,32.3,62278,1,24305564.40
2011,7,15,32.2,62278,0,24306596.48
2011,7,16,31.3,62278,0,24306596.48
2011,7,17,30.6,62278,1,24305564.40
2011,7,18,30.9,62278,1,24305564.40
2011,7,19,30.3,62278,1,24305564.40
2011,7,20,31.4,62278,1,24305564.40
2011,7,21,31.9,62278,1,24305564.40
2011,7,22,32.7,62278,0,24306596.48
2011,7,23,32.4,62278,0,24306596.48
2011,7,24,31.5,62278,1,24305564.40
2011,7,25,32.7,62278,1,24305564.40
2011,7,26,33.8,62278,1,24305564.40
2011,7,27,35.1,62278,1,24305564.40
2011,7,28,34.3,62278,1,24305564.40
2011,7,29,35.8,62278,0,24306596.48
2011,7,30,36.8,62278,0,24306596.48
2011,7,31,36.7,62278,1,24305564.40
2011,8,1,36.6,62278,1,24305564.40
2011,8,2,35.7,62278,1,24305564.40
2011,8,3,34.7,62278,1,24305564.40
2011,8,4,33.7,62278,1,24305564.40
2011,8,5,34.4,62278,0,24306596.48
2011,8,6,33.1,62278,0,24306596.48
2011,8,7,32.5,62278,1,24305564.40
2011,8,8,31.9,62278,1,24305564.40
2011,8,9,31.5,62278,1,24305564.40
2011,8,10,31.2,62278,1,24305564.40
2011,8,11,31.2,62278,1,24305564.40
2011,8,12,30.8,62278,0,24306596.48
2011,8,13,30.6,62278,0,24306596.48
2011,8,14,30.4,62278,1,24305564.40
2011,8,15,30.9,62278,1,24305564.40
2011,8,16,30.9,62278,1,24305564.40
2011,8,17,31.1,62278,1,24305564.40
2011,8,18,31.4,62278,1,24305564.40
2011,8,19,31.2,62278,0,24306596.48
2011,8,20,30.9,62278,0,24306596.48
2011,8,21,31.4,62278,1,24913203.51
2011,8,22,31.7,62278,1,24913203.51
2011,8,23,32.6,62278,1,24913203.51
2011,8,24,32.9,62278,1,24913203.51
2011,8,25,32.2,62278,1,24913203.51
2011,8,26,31.8,62278,0,24914261.39
2011,8,27,33.3,62278,0,24914261.39
2011,8,28,32.6,62278,1,24913203.51
2011,8,29,31.4,62278,1,24913203.51
2011,8,30,29.7,62278,1,24913203.51
2011,8,31,28.4,62278,1,24913203.51
2011,9,1,27.9,62278,1,24913203.51
2011,9,2,28.8,62278,0,24914261.39
2011,9,3,29.3,62278,0,24914261.39
2011,9,4,29.4,62278,1,25824662.18
2011,9,5,29.1,62278,1,25824662.18
2011,9,6,29.1,62278,1,25824662.18
2011,9,7,29.8,62278,1,25824662.18
2011,9,8,29.8,62278,1,25824662.18
2011,9,9,29.7,62278,0,25825758.76
2011,9,10,28.3,62278,0,25825758.76
2011,9,11,29.5,62278,1,25824662.18
2011,9,12,30,62278,1,25824662.18
2011,9,13,29.9,62278,1,25824662.18
2011,9,14,29.7,62278,1,25824662.18
2011,9,15,30.8,62278,1,25824662.18
2011,9,16,29.6,62278,0,25825758.76
2011,9,17,30.2,62278,0,25825758.76
2011,9,18,31,62278,1,26736120.84
2011,9,19,30.9,62278,1,26736120.84
2011,9,20,27.9,62278,1,26736120.84
2011,9,21,27.9,62278,1,26736120.84
2011,9,22,28.3,62278,1,26736120.84
2011,9,23,28,62278,0,26737256.13
2011,9,24,26.3,62278,0,26737256.13
2011,9,25,25.8,62278,1,26736120.84
2011,9,26,27.1,62278,1,26736120.84
2011,9,27,27.2,62278,1,26736120.84
2011,9,28,27.3,62278,1,26736120.84
2011,9,29,27.7,62278,1,26736120.84
